PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
1629026,Kenrich Williams,Kenrich,1610612760,OKC,29.0,1,1,0,1.0,18.096666666666668,3,4,0.75,0,1,0.0,0,0,0.0,1,2,3,2,0,1,0,0,1,0,6,4,15.6,0,0,13.0,1,1,1,1,54,38,53,11,52,55,52,36,41,36,19,48,42,34,50,12,25,1,31,54,49,33,48,11,3,53
1631165,Keon Ellis,Keon,1610612758,SAC,24.0,1,0,1,0.0,28.3,4,5,0.8,1,2,0.5,1,1,1.0,0,4,4,2,0,0,0,0,1,3,10,-24,17.8,0,0,17.0,1,46,46,46,37,31,44,10,30,44,16,27,34,1,43,21,35,34,50,40,25,1,31,15,34,88,43,11,3,42
1630556,Kessler Edwards,Kessler,1610612758,SAC,23.0,1,0,1,0.0,5.483333333333333,0,3,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,-7,1.2,0,0,1.0,1,46,46,46,74,75,62,75,52,55,52,36,41,36,19,73,67,65,50,40,25,1,1,54,75,68,83,11,3,82
1626172,Kevon Looney,Kevon,1610612744,GSW,28.0,1,1,0,1.0,18.708333333333332,3,5,0.6,0,0,0.0,1,2,0.5,1,5,6,1,0,0,0,0,3,1,7,7,15.7,0,0,14.0,1,1,1,1,52,38,44,19,52,71,52,27,21,30,19,19,18,46,50,40,25,1,68,34,43,22,47,11,3,51
203114,Khris Middleton,Khris,1610612749,MIL,32.0,1,0,1,0.0,38.58,4,15,0.267,2,7,0.286,2,2,1.0,2,4,6,7,1,1,0,1,5,1,12,-2,31.7,0,0,29.0,1,46,46,46,12,31,17,70,17,13,36,17,21,1,7,21,18,11,20,12,25,66,88,34,30,46,24,11,3,27
202691,Klay Thompson,Klay,1610612744,GSW,34.0,1,1,0,1.0,30.966666666666665,11,20,0.55,6,14,0.429,0,0,0.0,1,4,5,2,1,0,1,0,1,0,28,25,39.0,0,0,43.0,1,1,1,1,30,3,7,28,1,1,25,36,41,36,19,21,27,34,20,40,8,1,31,54,6,2,13,11,3,8
202681,Kyrie Irving,Kyrie,1610612742,DAL,32.0,1,1,0,1.0,34.5,10,19,0.526,4,9,0.444,0,1,0.0,0,3,3,8,1,2,0,0,4,0,24,28,44.6,0,0,43.0,1,1,1,1,15,4,10,31,5,8,24,36,34,36,43,37,42,7,20,2,25,1,81,54,11,1,10,11,3,8
1626204,Larry Nance Jr.,Larry,1610612740,NOP,31.0,1,0,1,0.0,32.55,2,4,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,0,0,1,4,-3,9.4,0,0,8.0,1,46,46,46,21,50,53,32,52,71,52,36,41,36,19,61,55,65,50,12,25,1,1,34,61,51,61,11,3,64
1631311,Lester Quinones,Lester,1610612744,GSW,23.0,1,1,0,1.0,1.5666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,5,1.5,0,0,1.0,1,1,1,1,85,75,85,75,52,71,52,36,41,36,43,73,76,46,50,40,25,1,1,54,75,27,82,11,3,82
1629652,Luguentz Dort,Luguentz,1610612760,OKC,24.0,1,1,0,1.0,32.416666666666664,2,6,0.333,1,4,0.25,1,1,1.0,2,4,6,1,3,1,0,0,3,2,6,7,14.7,0,0,16.0,1,1,1,1,23,50,42,58,30,26,38,27,34,1,7,21,18,46,7,12,25,1,68,21,49,22,52,11,3,43
1629029,Luka Doncic,Luka,1610612742,DAL,25.0,1,1,0,1.0,31.675,10,18,0.556,4,8,0.5,4,5,0.8,1,10,11,6,4,2,0,1,4,5,28,18,52.2,1,0,53.0,1,1,1,1,27,4,11,27,5,9,16,10,10,22,19,5,7,13,3,2,25,66,81,7,6,9,6,1,3,5
1627736,Malik Beasley,Malik,1610612749,MIL,27.0,1,0,1,0.0,40.2,8,18,0.444,5,14,0.357,0,0,0.0,0,3,3,1,1,1,1,0,3,0,21,1,31.1,0,0,34.0,1,46,46,46,8,13,11,47,2,1,30,36,41,36,43,37,42,46,20,12,8,1,68,54,16,40,27,11,3,18
1628370,Malik Monk,Malik,1610612758,SAC,26.0,1,0,1,0.0,27.3,5,13,0.385,0,2,0.0,0,0,0.0,0,4,4,3,3,1,1,1,4,2,10,-22,22.3,0,0,21.0,1,46,46,46,40,28,23,56,52,44,52,36,41,36,43,21,35,26,7,12,8,66,81,21,34,87,36,11,3,34
202693,Markieff Morris,Markieff,1610612742,DAL,34.0,1,1,0,1.0,3.4,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,3,1,5.7,0,0,6.0,1,1,1,1,82,63,76,1,30,55,1,36,41,36,43,61,67,46,50,40,25,1,1,54,64,40,70,11,3,67
1630222,Mason Jones,Mason,1610612758,SAC,25.0,1,0,1,0.0,5.483333333333333,2,3,0.667,2,3,0.667,0,0,0.0,0,1,1,1,1,1,0,0,0,0,6,-7,10.7,0,0,12.0,1,46,46,46,74,50,62,16,17,37,8,36,41,36,43,61,67,46,20,12,25,1,1,54,49,68,58,11,3,57
1631108,Max Christie,Max,1610612747,LAL,21.0,1,1,0,1.0,7.416666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,2,6,3.2,0,0,3.0,1,1,1,1,71,63,71,32,52,55,52,36,41,36,43,61,67,65,50,40,25,1,1,54,70,26,74,11,3,75
1628467,Maxi Kleber,Maxi,1610612742,DAL,32.0,1,1,0,1.0,10.966666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,2,2.0,0,0,2.0,1,1,1,1,67,75,85,75,52,71,52,36,41,36,43,73,76,65,20,12,25,1,1,54,75,38,81,11,3,80
1630541,Moses Moody,Moses,1610612744,GSW,21.0,1,1,0,1.0,6.05,3,3,1.0,2,2,1.0,1,2,0.5,0,0,0,1,1,0,0,0,1,1,9,-2,9.5,0,0,12.0,1,1,1,1,73,38,62,1,17,44,1,27,21,30,43,73,76,46,20,40,25,1,31,34,38,46,60,11,3,57
1630230,Naji Marshall,Naji,1610612740,NOP,26.0,1,0,1,0.0,23.376666666666665,3,6,0.5,1,4,0.25,0,0,0.0,0,4,4,1,1,1,0,0,3,1,7,15,15.3,0,0,15.0,1,46,46,46,44,38,42,32,30,26,38,36,41,36,43,21,35,46,20,12,25,1,68,34,43,12,51,11,3,48
